raw offset	Play89_2.dmp	Play89_3.dmp	Play89_4.dmp	Play89_5.dmp
0716D601h:	3D	3C	3E	8F
0716D60Dh:	3F	3E	BC	C0
0716D621h:	3D	3C	3E	8F
0716D62Dh:	3F	3E	30	C0
0716D641h:	3D	B1	3E	8F
0716D64Dh:	3F	B3	3C	C0
0716D65Fh:	C6	5A	A5	3B
0716D660h:	C2	4F	39	5C
0716D661h:	3D	BC	3E	8F
0716D66Bh:	78	98	D7	3E
0716D66Ch:	73	01	D7	CA
0716D66Dh:	3F	BE	3C	C0
0716D681h:	3D	BC	3E	8F
0716D68Dh:	3F	BE	3D	C0
0716D6A1h:	3D	BD	3E	8F
0716D6ADh:	3F	BE	3D	C0
0716D6C1h:	3D	BD	3E	8F
0716D6CDh:	3F	BE	3D	C0
0716D6E1h:	3D	BD	3E	8F
0716D6EDh:	3F	BF	3D	C0
0716D701h:	3D	BD	3E	8F
0716D70Dh:	3F	BF	3D	C0
0716D721h:	3D	BD	3E	8F
0716D72Dh:	3F	BF	3D	C0
0716D741h:	3D	BD	3E	8F
0716D785h:	BD	30	3E	3D
0716D7A5h:	BD	3C	3E	78
0716D8DFh:	C6	E4	AC	BC
0716D8E0h:	C2	42	57	5C
0716D8EBh:	78	9E	8E	BF
0716D8ECh:	73	F3	E1	CA
0716D911h:	3E	3F	3D	1E
0716D931h:	3E	3F	3D	47
0716D951h:	3E	3F	3D	51
0716DA05h:	3D	B1	3F	75
0716DA11h:	3F	B3	3D	51
0716DA1Dh:	3D	3F	3E	1D
0716DA25h:	3D	BC	3F	76
0716DA31h:	3F	BD	3D	33
0716DA34h:	C3	26	8C	AE
0716DA51h:	3F	BE	3D	14
0716DA71h:	3F	BE	3D	F5
0716DA91h:	3F	BE	3D	D7
0716DAB1h:	3F	BF	3D	B8
0716DACDh:	3F	3E	BD	C0
0716DAD1h:	3F	BF	3D	99
0716DAEDh:	3F	3E	BC	C0
0716DAF1h:	3F	BF	3D	7A
0716DB01h:	3D	3C	3E	8F
0716DB0Dh:	3F	3E	BC	C0
0716DB21h:	3D	3C	3E	8F
0716DB2Dh:	3F	3D	30	C0
0716DB41h:	3D	B1	3E	8F
0716DB4Dh:	3F	B3	3C	C0
0716DB5Eh:	E5	D8	58	87
0716DB5Fh:	35	E4	4C	3C
0716DB60h:	BD	42	21	CC
0716DB61h:	3D	BC	3E	CC
0716DB6Ah:	5E	0E	35	7F
0716DB6Bh:	83	9E	8E	3F
0716DB6Ch:	6C	F3	E1	CA
0716DB6Dh:	3F	BD	3C	C0
0716DB81h:	3D	BC	3E	CC
0716DB8Dh:	3F	BE	3D	C0
0716DBA1h:	3D	BD	3E	CC
0716DBADh:	3F	BE	3D	C0
0716DBC1h:	3D	BD	3E	CC
0716DBCDh:	3F	BE	3D	C0
0716DBE1h:	3D	BD	3E	CC
0716DBEDh:	3F	BF	3D	C0
0716DC01h:	3D	BD	3E	CC
0716DC0Dh:	3F	BF	3D	C0
0716DC21h:	3D	BD	3E	CC
0716DC2Dh:	3F	BF	3D	C0
0716DC41h:	3D	BD	3E	CC
0716DC85h:	BD	30	3E	A1
0716DCA5h:	BD	3C	3E	76
0716DDDEh:	E5	AA	A8	5A
0716DDDFh:	35	3B	A8	BC
0716DDE0h:	BD	35	5D	CC
0716DDEAh:	5E	94	8A	4F
0716DDEBh:	83	8A	E0	BF
0716DDECh:	6C	E2	E9	CA
0716DE11h:	3E	3F	3D	F5
0716DE31h:	3E	3F	3D	B8
0716DE51h:	3E	3F	3D	7A
0716DEB4h:	C3	35	92	66
0716DF05h:	3D	B1	3F	A6
0716DF11h:	3F	B3	3D	14
0716DF31h:	3F	BD	3D	99
0716DF51h:	3F	BE	3D	1E
0716DF71h:	3F	BE	3D	47
0716DF91h:	3F	BE	3D	51
0716DFADh:	3F	3E	BD	C0
0716DFB1h:	3F	BE	3D	5C
0716DFCDh:	3F	3E	BD	C0
0716DFD0h:	21	12	1C	C0
0716DFD1h:	3F	BF	3D	CC
0716DFEDh:	3F	3E	BC	C0
0716DFF1h:	3F	BF	3D	C2
0716E001h:	3D	3C	3E	CC
0716E00Dh:	3F	3E	BC	C0
0716E021h:	3D	3C	3E	CC
0716E02Dh:	3F	3D	30	C0
0716E041h:	3D	B1	3E	CC
0716E04Dh:	3F	B3	3C	C0
0716E05Eh:	67	B3	62	A7
0716E060h:	B6	35	09	CC
0716E061h:	3D	BC	3E	CC
0716E06Bh:	19	8A	E0	3E
0716E06Ch:	64	E2	E9	CA
0716E06Dh:	3F	BD	3C	C0
0716E081h:	3D	BC	3E	CC
0716E08Dh:	3F	BE	3D	C0
0716E0A1h:	3D	BD	3E	CC
0716E0ADh:	3F	BE	3D	C0
0716E0C1h:	3D	BD	3E	CC
0716E0CDh:	3F	BE	3D	C0
0716E0E1h:	3D	BD	3E	CC
0716E0EDh:	3F	BF	3D	C0
0716E101h:	3D	BD	3E	CC
0716E10Dh:	3F	BF	3D	C0
0716E121h:	3D	BD	3E	CC
0716E12Dh:	3F	BF	3D	C0
0716E141h:	3D	BD	3E	CC
0716E185h:	BD	30	3D	56
0716E2DEh:	67	7B	32	A4
0716E2DFh:	7A	74	79	3B
0716E2E0h:	B6	26	63	3E
0716E2EBh:	19	11	C1	3E
0716E2ECh:	64	D0	F0	CA
0716E311h:	3E	3F	3C	AE
0716E331h:	3E	3F	3C	8F
0716E351h:	3E	3F	3C	E1
0716E3F1h:	3F	3D	3C	AE
0716E3FEh:	E7	C8	FF	41
0716E411h:	3F	B2	3C	70
0716E431h:	3F	BD	3C	33
0716E451h:	3F	BE	3C	F5
0716E471h:	3F	BE	3C	B8
0716E491h:	3F	BE	3C	7A
0716E4ADh:	3F	3E	BD	C0
0716E4B1h:	3F	BE	3C	3D
0716E4CDh:	3F	3E	BD	C0
0716E4D1h:	3F	BF	3C	00
0716E4E1h:	3D	3C	3E	0A
0716E4EDh:	3F	3E	BC	C0
0716E4F1h:	3F	BF	3C	85
0716E501h:	3D	3C	3E	0A
0716E50Dh:	3F	3E	BC	C0
0716E52Dh:	3F	3D	30	C0
0716E54Dh:	3F	B3	3C	C0
0716E55Fh:	9E	74	36	BC
0716E560h:	AE	26	E4	3E
0716E56Bh:	46	11	C1	BF
0716E56Ch:	5A	D0	F0	CA
0716E56Dh:	3F	BD	3C	C0
0716E581h:	3D	BC	3E	0A
0716E58Dh:	3F	BE	3D	C0
0716E5A1h:	3D	BC	3E	0A
0716E5ADh:	3F	BE	3D	C0
0716E5C1h:	3D	BD	3E	0A
0716E5CDh:	3F	BE	3D	C0
0716E5E1h:	3D	BD	3E	0A
0716E5EDh:	3F	BE	3D	C0
0716E601h:	3D	BD	3E	0A
0716E60Dh:	3F	BF	3D	C0
0716E621h:	3D	BD	3E	0A
0716E62Ah:	A0	3A	4C	3F
0716E62Dh:	3F	BF	3D	C0
0716E641h:	3D	BD	3E	0A
0716E685h:	BD	30	3D	75
0716E7DFh:	9E	A6	FD	3C
0716E7EBh:	46	50	26	3F
0716E7ECh:	5A	BC	F6	CA
0716E811h:	3E	3F	3C	E1
0716E831h:	3E	3F	3C	C2
0716E8F1h:	3F	3D	3C	0A
0716E905h:	3D	B1	3F	A1
0716E911h:	3F	B2	3C	EB
0716E931h:	3F	BD	3C	CC
0716E951h:	3F	BE	3C	AE
0716E95Eh:	CB	10	7E	82
0716E971h:	3F	BE	3C	8F
0716E991h:	3F	BE	3C	E1
0716E9B1h:	3F	BE	3C	A3
0716E9CDh:	3F	3E	BD	C0
0716E9D1h:	3F	BE	3C	66
0716E9E1h:	3D	3C	3E	47
0716E9EDh:	3F	3E	BC	C0
0716EA0Dh:	3F	3E	BC	C0
0716EA2Dh:	3F	3D	30	C0
0716EA4Dh:	3F	B3	3C	C0
0716EA5Fh:	AF	A6	13	BC
0716EA60h:	A5	16	B8	AE
0716EA6Bh:	1B	50	27	BF
0716EA6Ch:	4F	BC	F6	CA
0716EA6Dh:	3F	BD	3C	C0
0716EA8Dh:	3F	BE	3D	C0
0716EA94h:	16	4F	5D	D7
0716EAA1h:	3D	BC	3E	47
0716EAADh:	3F	BE	3D	C0
0716EAC1h:	3D	BD	3E	47
0716EACDh:	3F	BE	3D	C0
0716EAE1h:	3D	BD	3E	47
0716EAEDh:	3F	BE	3D	C0
0716EB01h:	3D	BD	3E	47
0716EB0Dh:	3F	BE	3D	C0
0716EB21h:	3D	BD	3E	47
0716EB41h:	3D	BD	3E	47
0716EB53h:	79	1B	C3	3E
0716EB85h:	BD	30	3D	A6
0716EB93h:	79	1B	37	3E
0716EC54h:	16	4F	61	D7
0716ECDFh:	AF	EA	EF	3B
0716ECE0h:	A5	05	6D	AE
0716ECEBh:	1B	65	07	3E
0716ECECh:	4F	A7	FA	CA
0716EE05h:	3D	B1	3F	56
0716EE11h:	3F	B2	3C	1E
0716EE31h:	3F	BD	3C	00
0716EE51h:	3F	BE	3C	E1
0716EE71h:	3F	BE	3C	C2
0716EE91h:	3F	BE	3C	A3
0716EEB1h:	3F	BE	3C	85
0716EEC1h:	3D	3C	3E	85
0716EECDh:	3F	3E	BD	C0
0716EED1h:	3F	BE	3C	66
0716EEE1h:	3D	3C	3E	85
0716EEEDh:	3F	3E	BC	C0
0716EF0Dh:	3F	3E	BC	C0
0716EF2Dh:	3F	3D	30	C0
0716EF4Dh:	3F	B3	3C	C0
0716EF5Eh:	2C	EB	38	9D
0716EF5Fh:	BB	EA	84	3B
0716EF60h:	9B	05	90	1E
0716EF6Ah:	F7	A6	BA	9E
0716EF6Bh:	A9	65	07	3E
0716EF6Ch:	42	A7	FA	CA
0716EF6Dh:	3F	BD	3C	C0
0716EF8Dh:	3F	BE	3D	C0
0716EFA1h:	3D	BC	3E	85
0716EFADh:	3F	BE	3D	C0
0716EFC1h:	3D	BC	3E	85
0716EFCDh:	3F	BE	3D	C0
0716EFD4h:	26	5A	32	8F
0716EFE1h:	3D	BD	3E	85
0716EFEDh:	3F	BE	3D	C0
0716F001h:	3D	BD	3E	85
0716F00Dh:	3F	BE	3D	C0
0716F021h:	3D	BD	3E	85
0716F041h:	3D	BD	3E	85
0716F085h:	BD	30	3C	3D
0716F114h:	26	5A	34	8F
0716F1DEh:	2C	AF	70	4E
0716F1DFh:	BB	B7	B3	BC
0716F1E0h:	9B	E8	71	1E
0716F1EAh:	F7	CD	CB	4F
0716F1EBh:	A9	72	5D	BF
0716F1ECh:	42	91	FC	CA
0716F222h:	8F	C7	A6	6B
0716F2F1h:	3F	3D	3C	70
0716F2FEh:	C3	57	FF	3F
0716F305h:	3D	B1	3F	75
0716F311h:	3F	B2	3C	51
0716F331h:	3F	BD	3C	33
0716F351h:	3F	BE	3C	14
0716F371h:	3F	BE	3C	F5
0716F391h:	3F	BE	3C	D7
0716F3B1h:	3F	BE	3C	B8
0716F3C1h:	3D	3C	3E	85
0716F3E1h:	3D	3C	3E	85
0716F3EDh:	3F	3E	BC	C0
0716F40Dh:	3F	3E	BC	C0
0716F42Dh:	3F	3D	30	C0
0716F441h:	3D	B1	3C	85
0716F44Dh:	3F	B3	3C	C0
0716F45Eh:	C3	BB	F8	7A
0716F45Fh:	D0	B7	C8	3C
0716F46Ah:	F3	D5	D0	7F
0716F46Bh:	04	72	5D	3F
0716F46Ch:	35	91	FC	CA
0716F46Dh:	3F	BD	3C	C0
0716F48Dh:	3F	BE	3D	C0
0716F48Fh:	8A	11	8C	3B
0716F4A1h:	3D	BC	3E	C2
0716F4ADh:	3F	BE	3D	C0
0716F4C1h:	3D	BC	3E	C2
0716F4CDh:	3F	BE	3D	C0
0716F4E1h:	3D	BD	3E	C2
0716F4EDh:	3F	BE	3D	C0
0716F501h:	3D	BD	3E	C2
0716F521h:	3D	BD	3E	C2
0716F541h:	3D	BD	3E	C2
0716F585h:	BD	30	00	A1
0716F698h:	90	E9	20	07
0716F6DEh:	C3	48	32	4A
0716F6DFh:	D0	2A	33	BC
0716F6EAh:	F3	DA	92	4F
0716F6EBh:	04	34	25	BF
0716F6ECh:	35	75	FD	CA
0716F7F1h:	3F	3D	B1	8F
0716F805h:	3D	B0	3F	A6
0716F811h:	3F	B2	B1	14
0716F831h:	3F	BD	B1	99
0716F851h:	3F	BD	B1	1E
0716F871h:	3F	BE	B1	47
0716F891h:	3F	BE	B1	51
0716F896h:	72	54	F1	7A
0716F8A1h:	3D	3C	3E	C2
0716F8B1h:	3F	BE	B1	5C
0716F8C1h:	3D	3C	3E	C2
0716F8E1h:	3D	3C	3E	C2
0716F8EDh:	3F	3E	BC	C0
0716F90Dh:	3F	3D	BC	C0
0716F92Dh:	3F	3D	30	C0
0716F941h:	3D	B1	33	C2
0716F94Dh:	3F	B3	3C	C0
0716F95Eh:	C8	53	E8	9A
0716F95Fh:	01	2A	CC	3B
0716F960h:	85	C4	4C	90
0716F96Ah:	3A	E8	97	9E
0716F96Bh:	42	34	25	3E
0716F96Ch:	26	75	FD	CA
0716F96Dh:	3F	BD	3C	C0
0716F98Dh:	3F	BD	3D	C0
0716F9A1h:	3D	BC	3E	C2
0716F9ADh:	3F	BE	3D	C0
0716F9C1h:	3D	BC	3E	C2
0716F9CDh:	3F	BE	3D	C0
0716F9E1h:	3D	BC	3E	C2
0716F9EDh:	3F	BE	3D	C0
0716FA01h:	3D	BC	3E	C2
0716FA21h:	3D	BD	3E	C2
0716FA85h:	BD	2F	3C	56
0716FB8Ah:	3A	00	1D	23
0716FB98h:	9B	EC	1F	85
0716FBDEh:	C8	4D	70	97
0716FBDFh:	01	67	B3	3B
0716FBE0h:	85	9E	71	00
0716FBEAh:	3A	20	CB	9E
0716FBEBh:	42	01	5D	3E
0716FBECh:	26	46	FC	CA
0716FCF1h:	3F	3D	BC	AE
0716FD11h:	3F	B2	BC	70
0716FD31h:	3F	BD	BC	33
0716FD51h:	3F	BD	BC	F5
0716FD5Eh:	C0	2F	B4	64
0716FD71h:	3F	BE	BC	B8
0716FD91h:	3F	BE	BC	7A
0716FDA1h:	3D	3C	3E	00
0716FDC1h:	3D	3C	3E	00
0716FDE1h:	3D	3C	3E	00
0716FE0Dh:	3F	3D	BC	C0
0716FE2Dh:	3F	3D	30	C0
0716FE41h:	3D	B1	3C	00
0716FE4Dh:	3F	B2	3C	C0
0716FE5Fh:	C1	67	C8	BC
0716FE60h:	70	9E	64	00
0716FE6Bh:	79	01	5D	BF
0716FE6Ch:	16	46	FC	CA
0716FE6Dh:	3F	BD	3C	C0
0716FE8Dh:	3F	BD	3D	C0
0716FEA1h:	3D	BC	3E	00
0716FEADh:	3F	BE	3D	C0
0716FEC1h:	3D	BC	3E	00
0716FECDh:	3F	BE	3D	C0
0716FECFh:	A0	00	8C	3B
0716FEE1h:	3D	BC	3E	00
0716FF01h:	3D	BC	3E	00
0716FF21h:	3D	BC	3E	00
071700DFh:	C1	54	EF	3C
071700E0h:	70	6F	6D	00
071700EBh:	79	94	07	00
071700ECh:	16	15	FA	00
071700EFh:	D6	1A	26	3F
071701B1h:	3E	3D	BC	00
071701F1h:	3F	3D	BC	00
07170211h:	3F	B2	BC	00
07170231h:	3F	BD	BC	00
07170251h:	3F	BD	BC	00
071702C1h:	3D	3C	3E	00
071702E1h:	3D	3C	3E	00
071702E3h:	97	65	E3	3F
0717034Dh:	3F	B2	3C	00
0717035Eh:	F0	9B	44	46
0717035Fh:	03	54	84	BC
07170360h:	56	6F	90	00
0717036Ah:	76	E1	B8	00
0717036Bh:	C2	94	07	00
0717036Ch:	05	15	FA	00
0717036Dh:	3F	BD	3C	00
0717038Dh:	3F	BD	3D	00
071703A1h:	3D	BC	3E	00
071703C1h:	3D	BC	3E	00
071703E1h:	3D	BC	3E	00
07170401h:	3D	BC	3E	00
07170482h:	68	9F	A0	80
07170563h:	97	65	7C	3F
071705DEh:	F0	C5	98	97
071705DFh:	03	60	FD	3B
071705E0h:	56	20	68	00
071705EAh:	76	F6	FD	00
071705EBh:	C2	78	26	00
071705ECh:	05	C8	F6	00
07170671h:	3E	3D	BC	00
07170691h:	3E	3D	BC	00
071706B1h:	3E	3D	BC	00
071706D1h:	3E	3D	BC	00
07170711h:	3F	B1	BC	00
071707ADh:	3E	3D	BD	3F
071707C1h:	3D	3C	3E	9B
071707CDh:	3E	3D	BD	79
071707E1h:	3D	3B	3E	83
0717080Dh:	3E	3D	BC	B3
0717082Dh:	3E	3C	30	78
0717084Dh:	3E	B2	3C	98
0717085Fh:	F4	60	13	80
07170860h:	39	20	B8	46
0717086Bh:	71	79	27	00
0717086Ch:	E8	C8	F6	FD
0717086Dh:	3E	BC	3C	98
0717088Dh:	3E	BD	3D	78
071708A1h:	3D	BB	3E	E3
071708ADh:	3E	BD	3D	B3
071708C1h:	3D	BC	3E	83
071708E1h:	3D	BC	3E	9A
071708EDh:	3E	BD	3D	79
07170901h:	3D	BC	3E	47
0717090Dh:	3E	BE	3D	3F
0717092Dh:	3E	BE	3D	E6
0717094Dh:	3E	BE	3D	BD
0717096Dh:	3E	BE	3D	E6
07170ADFh:	F4	DF	79	80
07170AE0h:	39	A0	63	87
07170AEBh:	71	17	C1	80
07170AECh:	E8	49	F0	C4
07170B31h:	3E	3D	BC	00
07170B51h:	3E	3D	BC	00
07170B71h:	3E	3D	BC	00
07170B91h:	3E	3D	BC	00
07170BB1h:	3E	3D	BC	00
07170BD1h:	3E	3C	BC	00
07170C74h:	6C	7F	0F	00
07170CADh:	3E	3D	BD	79
07170CCDh:	3E	3D	BD	3F
07170CEDh:	3E	3D	BC	E6
07170D01h:	3D	3B	3E	4E
07170D0Dh:	3E	3C	BC	BD
07170D2Dh:	3E	3C	30	E6
07170D4Dh:	3E	B1	3C	3F
07170D5Fh:	BF	DF	36	BC
07170D60h:	1C	A0	E4	02
07170D6Bh:	EF	17	C1	3E
07170D6Ch:	C3	49	F0	1A
07170D6Dh:	3E	BC	3C	79
07170D81h:	3D	BB	3E	83
07170DA1h:	3D	BB	3E	E3
07170DADh:	3E	BD	3D	B3
07170DC1h:	3D	BB	3E	D2
07170DCDh:	3E	BD	3D	78
07170DEDh:	3E	BD	3D	98
07170E0Dh:	3E	BD	3D	98
07170E2Dh:	3E	BD	3D	78
07170E4Dh:	3E	BD	3D	B3
07170FDFh:	BF	BB	A8	BD
07170FE0h:	1C	9B	5D	46
07170FEBh:	EF	A9	E0	3D
07170FECh:	C3	42	E9	FD
07171051h:	3E	3D	BD	00
07171071h:	3E	3D	BD	00
07171074h:	6C	7F	0B	00
07171091h:	3E	3D	BD	00
071710B1h:	3E	3D	BD	00
071710D1h:	3E	3D	BD	00
071710D2h:	60	F9	C7	00
07171112h:	60	F9	D1	00
07171181h:	3C	3B	3E	D2
0717118Dh:	3E	3D	BD	78
071711A1h:	3C	3B	3E	F1
071711ADh:	3E	3D	BD	98
071711C1h:	3C	3B	3E	F1
071711CDh:	3E	3D	BD	98
071711E1h:	3C	3B	3E	D2
071711EDh:	3E	3D	BC	78
07171201h:	3C	3B	3E	E3
0717120Dh:	3E	3D	BC	B3
07171221h:	3C	3B	3E	83
07171241h:	3C	3B	3E	9A
0717124Dh:	3E	3D	3C	79
0717125Fh:	25	E4	5D	BD
07171260h:	FD	1E	09	87
07171261h:	3C	3B	3E	47
0717126Bh:	37	9D	E0	BE
0717126Ch:	9E	C6	E9	C4
07171281h:	3C	3A	3E	41
0717128Dh:	3E	3C	3D	E6
071712A1h:	3C	B0	3E	00
071712A6h:	C0	2E	13	4F
071712ADh:	3E	B1	3D	00
071712C1h:	3C	BA	3E	41
071712CDh:	3E	BC	3D	E6
071712E1h:	3C	BB	3E	47
071712EDh:	3E	BC	3D	3F
07171301h:	3C	BB	3E	9B
0717130Dh:	3E	BD	3D	79
07171321h:	3C	BB	3E	83
07171341h:	3C	BB	3E	E3
0717134Dh:	3E	BD	3D	B3
07171361h:	3C	BB	3E	D2
071714DFh:	25	E4	AC	BD
071714E0h:	FD	1E	57	02
071714EBh:	37	9D	8E	3E
071714ECh:	9E	C6	E1	1A
071715D1h:	3E	3D	BD	00
07171642h:	4E	C8	91	08
071716AAh:	49	44	0F	2D
0717170Dh:	3E	3D	BC	B3
0717172Dh:	3E	3D	30	78
07171741h:	3C	3B	3E	F1
0717174Dh:	3E	3D	3C	98
0717175Fh:	3D	67	4C	BD
07171760h:	BF	9E	21	46
07171761h:	3C	3B	3E	F1
0717176Bh:	0C	01	8E	3D
0717176Ch:	6F	46	E1	FD
0717176Dh:	3E	3D	3C	98
07171781h:	3C	3B	3E	D2
0717178Dh:	3E	3C	3D	78
071717A1h:	3C	B0	3E	E3
071717A3h:	62	26	21	3C
071717ADh:	3E	B2	3D	B3
071717C1h:	3C	BB	3E	83
071717E1h:	3C	BB	3E	9A
071717EDh:	3E	BD	3D	79
07171801h:	3C	BB	3E	47
0717180Dh:	3E	BD	3D	3F
07171821h:	3C	BC	3E	41
0717182Dh:	3E	BD	3D	E6
07171841h:	3C	BC	3E	4E
071719DFh:	3D	67	96	BD
071719E0h:	BF	9E	51	87
071719EBh:	0C	01	D7	BF
071719ECh:	6F	46	D7	C4
07171A23h:	62	3D	63	00
07171B18h:	FA	11	57	E3
07171C4Dh:	3E	3D	3C	3F
07171C5Fh:	26	62	A5	BD
07171C60h:	80	EC	39	02
07171C61h:	3C	3B	3E	9B
07171C6Bh:	30	BD	D7	3F
07171C6Ch:	20	93	D7	1A
07171C6Dh:	3E	3D	3C	79
07171C81h:	3C	3B	3E	83
07171CA1h:	3C	B1	3E	E3
07171CADh:	3E	B2	3D	B3
07171CC1h:	3C	BB	3E	D2
07171CCDh:	3E	BD	3D	78
07171CE1h:	3C	BB	3E	F1
07171CEDh:	3E	BD	3D	98
07171D01h:	3C	BC	3E	F1
07171D21h:	3C	BC	3E	D2
07171EDFh:	26	62	6F	BD
07171EE0h:	80	EC	4B	46
07171EEBh:	30	BD	CC	3D
07171EECh:	20	93	CC	FD
07172018h:	FC	16	4C	20
07172020h:	00	F0	EB	02
0717208Dh:	3D	3E	BD	78
071720ADh:	3D	3E	BD	98
071720CDh:	3D	3E	BD	98
071720EDh:	3D	3E	BC	78
0717210Dh:	3D	3E	BC	B3
0717214Dh:	3D	3E	3C	79
0717215Fh:	8C	74	42	BD
07172160h:	00	1C	52	87
0717216Bh:	AF	91	CC	BF
0717216Ch:	A0	C3	CC	C4
071722BAh:	66	10	3A	14
0717236Fh:	E5	FE	01	3E
071723DFh:	8C	74	3C	BD
071723E0h:	00	1C	45	02
071723EBh:	AF	91	7E	3F
071723ECh:	A0	C3	C0	1A
07172518h:	FD	1C	40	5C
07172551h:	3F	3D	BD	00
07172626h:	2E	E5	2C	04
071728A6h:	2E	E5	C3	2B
07172950h:	80	E5	90	00
07172954h:	7F	64	FF	00
07172A80h:	00	37	BA	82
07172D4Dh:	BD	BE	3C	3E
07172D6Dh:	BD	BE	3C	79
07172D81h:	BC	BD	3F	47
07172D8Dh:	BD	BE	3C	3F
07172DADh:	BD	BE	B1	E6
07172E01h:	BC	BB	3F	47
07172E21h:	BC	00	3F	9B
07172E41h:	BC	3C	3F	83
07172E61h:	BC	3C	3F	E3
07172E81h:	BC	3C	3F	D2
07172EA1h:	BC	3C	3F	F1
07172EC1h:	BC	3D	3F	F1
07172EE1h:	BC	3D	3F	D2
07172F01h:	BC	3D	3E	E3
07173150h:	0C	BD	9B	00
07173261h:	BC	BD	3F	F1
07173281h:	BC	BD	3F	F1
0717330Dh:	BE	BD	BC	79
07173321h:	BC	00	3F	47
0717332Dh:	BE	00	BD	3F
07173341h:	BC	3C	3F	41
0717334Dh:	BE	3D	BD	E6
07173361h:	BC	3C	3F	00
0717336Dh:	BE	3E	BD	00
07173381h:	BC	3C	3F	41
0717338Dh:	BE	3E	BD	E6
071733A1h:	BC	3D	3F	47
071733ADh:	BE	3E	BD	3F
071733C1h:	BC	3D	3F	9B
071733CDh:	BE	3E	BD	79
071733E1h:	BC	3D	3F	83
071733EAh:	4F	71	BF	C9
07173401h:	BC	3D	3E	E3
0717340Dh:	BE	3F	BD	B3
07173421h:	BC	3D	3E	D2
071736F0h:	9C	F0	AE	00
07173741h:	BC	BD	3F	41
07173761h:	BC	BD	3F	47
07173781h:	BC	BD	3F	9B
071737A1h:	BC	BD	3F	83
0717380Dh:	BE	BD	BC	98
07173821h:	BC	00	3F	F1
0717382Dh:	BE	00	BC	98
07173841h:	BC	3C	3F	D2
0717384Dh:	BE	3D	BD	78
07173861h:	BC	3C	3F	E3
0717386Dh:	BE	3E	BD	B3
07173881h:	BC	3C	3F	83
071738A1h:	BC	3D	3F	9A
071738ADh:	BE	3E	BD	79
071738B1h:	3E	3F	BD	00
071738C1h:	BC	3D	3F	47
071738CDh:	BE	3E	BD	3F
071738E1h:	BC	3D	3F	41
071738E3h:	00	5B	2F	3B
071738EDh:	BE	3F	BD	E6
07173901h:	BC	3D	3F	4E
07173921h:	BC	3D	3E	41
0717392Dh:	BE	3F	BD	E6
07173941h:	BC	3D	3E	47
07173A26h:	E5	2C	F0	53
07173A40h:	FD	F1	A6	BD
07173A4Ch:	9E	96	05	D8
07173AF2h:	5E	F7	6E	00
07173B40h:	FD	3C	E5	00
07173B4Ch:	9E	EB	53	18
07173C41h:	BC	BD	3F	83
07173C61h:	BC	BD	3F	9A
07173C6Dh:	BE	BF	3C	79
07173C81h:	BC	BD	3F	47
07173CA1h:	BC	BD	3F	41
07173CC0h:	FD	F1	26	4F
07173CCCh:	9E	96	E8	2E
07173D0Dh:	BE	BD	BC	3F
07173D2Dh:	BE	00	BC	79
07173D4Dh:	BE	3D	BD	3E
07173D6Dh:	BE	3E	BD	B3
07173D8Dh:	BE	3E	BD	78
07173DADh:	BE	3E	BD	98
07173DB1h:	3E	3F	BD	00
07173DC0h:	FD	4C	0B	46
07173DC1h:	BC	3D	3F	F1
07173DCCh:	9E	FF	37	FD
07173DCDh:	BE	3E	BD	98
07173DEDh:	BE	3F	BD	78
07173E0Dh:	BE	3F	BD	B3
07173E2Dh:	BE	3F	BD	3E
07173E74h:	6C	35	88	00
07173EFEh:	47	CC	3C	BF
0717414Dh:	BE	BF	3C	78
0717416Dh:	BE	BF	3C	98
071741E1h:	BD	BC	3F	83
07174201h:	BD	BC	3F	9A
0717420Dh:	BE	BD	BC	79
07174221h:	BD	00	3F	47
0717422Dh:	BE	00	BC	3F
0717423Bh:	CA	66	83	3C
07174241h:	BD	3C	3F	41
0717424Dh:	BE	3D	BC	E6
07174261h:	BD	3C	3F	00
0717426Dh:	BE	3E	BC	00
07174281h:	BD	3D	3F	41
0717428Dh:	BE	3E	BD	E6
07174291h:	3E	3F	BD	00
071742A1h:	BD	3D	3F	47
071742ADh:	BE	3E	BD	3F
071742B1h:	3E	3F	BD	00
071742C1h:	BD	3D	3F	9B
071742CDh:	BE	3F	BD	79
071742D1h:	3E	3F	BD	00
071742E1h:	BD	3D	3F	83
071742EDh:	BE	3F	BD	3E
0717430Dh:	BE	3F	BD	B3
0717432Dh:	BE	3F	BD	78
0717434Dh:	BE	3F	BD	98
071743B1h:	3F	BE	BD	00
071743C4h:	4B	0D	12	5E
07174644h:	4B	0D	E2	77
0717464Dh:	BE	BF	3C	E6
0717466Dh:	BE	BF	3C	3F
0717468Dh:	BE	BF	3B	79
071746E1h:	BD	BC	3F	D2
07174701h:	BD	BC	3F	F1
0717470Dh:	BE	BD	BC	98
07174721h:	BD	00	3F	F1
07174741h:	BD	3C	3F	D2
07174761h:	BD	3C	3F	E3
07174781h:	BD	3D	3F	83
07174791h:	3E	3F	BD	00
071747A1h:	BD	3D	3F	9A
071747ADh:	BE	3E	BC	79
071747B1h:	3E	3F	BD	00
071747C1h:	BD	3D	3F	47
071747D1h:	3E	3F	BD	00
071747E1h:	BD	3D	3F	41
07174832h:	A0	18	17	00
07174871h:	3F	B3	BD	00
07174891h:	3F	BE	BD	00
